genres;title;release_date;id
['Indie', 'RPG', 'Strategy'];Return of the Giants;2016;452890
['RPG', 'Strategy'];Aurora Dusk Demo;2016;397170
['Action', 'Adventure', 'Indie', 'RPG'];Princess.Loot.Pixel.Again;2016;414290
['Action', 'Indie', 'Early Access'];Grenade Madness;2016;432480
['Action', 'Adventure', 'Casual', 'Indie'];Nomad - Premium;2016;431430
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - 5E: Book of Lost Spells (Fifth Edition);2016;462740
sin genero;No Title;2016;457660
['Action'];Newcomer Set;2016;460030
['Casual', 'Free to Play', 'Indie'];The Average Everyday Adventures of Samantha Browne;2016;445130
['Action'];Pang Adventures;2016;415150
['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy'];Imperia Online;2016;424780
['Action', 'Casual', 'Indie'];SAMOLIOTIK - SOUNDTRACK;2016;459240
['Adventure'];Gahkthun of the Golden Lightning Steam Edition;2016;458380
['Action', 'Adventure', 'Indie', 'Racing', 'Early Access'];Planetoid Pioneers;2016;300260
sin genero;No Title;2016;446620
sin genero;No Title;2016;461180
['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy'];"Microcosmum: survival of cells - Campaign  ""New life""";2016;461200
['Action', 'Adventure', 'Indie'];Spaceport Hope - Soundtrack;2016;458400
['Action', 'Adventure', 'Indie'];Spaceport Hope;2016;394540
sin genero;No Title;2016;459940
['Action', 'Indie', 'Racing'];Combat Racers;2016;444870
['Casual', 'Simulation'];Rocksmith® 2014 – 80s Mix Song Pack;2016;436607
['Action', 'RPG'];Dying Light- Crash Test Skin Pack;2016;435111
['Action', 'Casual', 'Indie'];LOUD on Planet X;2016;365200
['Casual'];Muddy Heights® 2;2016;463850
['Action', 'Indie'];FrightShow Fighter;2016;455830
['Indie', 'Strategy'];Nomad Fleet;2015;371010
['Indie', 'RPG', 'Strategy'];The Banner Saga 2 - Soundtrack;2016;425440
['Simulation'];Train Simulator: Union Pacific DD35 Add-On;2016;376934
['Action'];ARCADE GAME SERIES: PAC-MAN;2016;394160
['Casual', 'Indie'];Pterodactyl Edition;2016;463990
['Indie', 'Simulation'];Unveil;2016;375210
['Action'];ARCADE GAME SERIES: DIG DUG;2016;403400
['Action'];ARCADE GAME SERIES: Ms. PAC-MAN;2016;403410
['Action'];ARCADE GAME SERIES: GALAGA;2016;403430
['Simulation'];Trainz Route: Mojave Sub Division;2016;454800
['Action'];Melty Blood Actress Again Current Code;2016;411370
['Casual'];One Way Flight;2016;463010
['Casual'];Mahjong Deluxe 3;2016;462220
['Casual'];Gems of the Aztecs;2016;429280
['Casual', 'Indie', 'Strategy'];Crown and Council;2017;444250
['Action', 'Adventure', 'Indie'];Klabi;2016;461140
['Adventure', 'Indie', 'Simulation', 'Early Access'];Jalopy;2016;446020
['Casual', 'Indie'];Save the Dodos! Soundtrack;2016;455030
['Adventure', 'Casual', 'Indie'];C14 Dating;2016;451640
['Indie', 'RPG', 'Strategy'];Link;2016;454030
['Action', 'Indie'];Action Legion - Soundtrack;2016;464640
['Adventure', 'Casual', 'Indie'];C14 Dating Wallpapers and Official Soundtrack;2016;451680
['Adventure', 'Indie', 'RPG'];The Sea Eternal;2016;463320
['Casual', 'Indie'];Save the Dodos;2016;428830
['Adventure', 'Indie', 'RPG'];Best of Us;2016;464380
['Simulation'];FSX: Steam Edition - JU87 D.5/G.2 Stuka Add-On;2016;433744
sin genero;The Hunger Games: Mockingjay - Part 2;2016;453440
['Action', 'Adventure', 'Casual', 'Indie', 'Strategy'];Puzzle Box - Soundtrack OST;2016;464860
['Indie', 'Simulation', 'Strategy'];8-Bit Armies;2016;427250
sin genero;Deck the Halls;2011;427390
sin genero;Natural Born Pranksters;2015;462460
['Simulation', 'Strategy'];8-Bit Armies - Soundtrack;2016;462170
sin genero;Return of the Living Dead 3;2001;427350
sin genero;Leprechaun 2;1995;427300
sin genero;Russkies;1987;427360
sin genero;Two Family House;2000;427370
sin genero;Leprechaun 4: Lost in Space;2004;427320
sin genero;Leprechaun;1993;421370
sin genero;Leprechaun 3;2001;427310
sin genero;Sicario;2016;453450
sin genero;The Hunger Games: Catching Fire;2013;416560
sin genero;The Hunger Games;2012;416520
sin genero;Ender's Game;2013;417590
sin genero;Divergent;2014;417610
sin genero;Twilight;2009;426500
sin genero;The Twilight Saga: Breaking Dawn Part 1;2012;426530
sin genero;The Last Witch Hunter;2016;453920
sin genero;The Twilight Saga: Breaking Dawn Part 2;2013;426540
sin genero;Dredd;2013;426420
sin genero;The Twilight Saga: Eclipse;2010;426520
sin genero;The Twilight Saga: New Moon;2010;426510
sin genero;The Expendables 2;2012;417640
sin genero;The Expendables;2010;417630
sin genero;Saw 2;2006;441170
sin genero;Saw;2005;441160
sin genero;Saw 4;2008;421460
sin genero;Saw 5;2009;421470
sin genero;Saw: The Final Chapter;2011;421490
sin genero;Saw 6;2010;421480
sin genero;Saw 3;2007;421450
sin genero;Now You See Me;2013;417580
sin genero;Kill Bill: Volume 1;2004;426470
sin genero;Kill Bill: Volume 2;2005;426480
sin genero;Pulp Fiction;1994;417560
sin genero;Evil Dead 2;1987;426440
sin genero;Red;2010;417670
sin genero;Raw Deal;1998;441150
sin genero;Apocalypse Now Redux;2010;437240
sin genero;House of 1,000 Corpses;2003;441100
sin genero;Hostel;2006;441090
sin genero;The Devil's Rejects;2005;441180
sin genero;Waiting;2006;441200
sin genero;Cyborg 2;1993;441080
sin genero;The Wash;2002;441210
sin genero;Crank;2007;426350
sin genero;Cougars Inc.;2011;437260
sin genero;Sundown: The Vampire in Retreat;1991;426450
sin genero;Octane;2009;441140
sin genero;Vampire;2013;441190
['Action', 'Indie', 'Strategy'];Battle of Empires : 1914-1918 - Real War;2016;410810
sin genero;Leprechaun: Back 2 Tha Hood;2003;441120
['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access'];Wayward;2016;379210
sin genero;Chasing Amy;1998;421240
['Casual'];Drusilla Dreams;2016;458060
['Adventure', 'Casual', 'Indie', 'RPG'];Moonchild - Super Savefiles;2016;464130
['Adventure', 'Casual', 'Indie', 'RPG'];Moonchild;2016;332410
['Indie', 'Strategy'];REDCON;2016;449710
['Strategy'];Strategy &amp, Tactics: Wargame Collection;2016;338130
['Action', 'Indie', 'Massively Multiplayer'];CONTASION 2;2015;428940
['Action', 'Strategy'];CTU: Counter Terrorism Unit;2016;397320
['Action', 'Adventure', 'Indie'];Grizzly Valley;2016;461520
['Action', 'Casual', 'Indie'];Mini Metal;2016;454420
['Casual', 'Free to Play', 'Simulation'];One Thousand Lies;2016;463390
['Casual', 'Indie', 'Strategy'];Boss Monster: Tools of Hero-Kind;2016;363250
['Free to Play', 'Racing', 'Simulation', 'Sports'];RaceRoom - Nürburgring Legends;2016;455270
['Action', 'Indie', 'Strategy'];Death by Game Show - The Soundtrack;2016;464180
['Free to Play', 'Racing', 'Simulation', 'Sports'];RaceRoom - WTCC 2015 Season Pack;2016;455280
['Casual', 'Indie'];Colours of Magic: Aqua Teeter;2016;464230
sin genero;So Long Earth Soundtrack;2016;463310
['Action', 'Indie'];Strike Force: Desert Thunder;2016;444210
['Action', 'Indie'];Demons with Shotguns;2016;370940
['Adventure', 'Indie', 'RPG'];Corpse Party;2016;251270
['Casual', 'Indie', 'Strategy'];Ticket to Ride - Nordic countries;2016;350271
['Action', 'Indie'];Otem's Defiance;2016;434490
sin genero;No Title;2016;457320
['Strategy'];Hyperdevotion Noire: Ultimate Resta Set;2016;426926
['Strategy'];Hyperdevotion Noire: Ultimate Estelle Set;2016;426927
['Strategy'];Hyperdevotion Noire: Ultimate Ein Al Set;2016;426928
['Strategy'];Hyperdevotion Noire: Histoire's Value Set;2016;426929
['Strategy'];Hyperdevotion Noire: Ultimate Poona Set;2016;426990
['Strategy'];Hyperdevotion Noire: Ultimate Ryuka Set;2016;426993
['Strategy'];Hyperdevotion Noire: Ultimate Blossom Aizen Set;2016;426994
['Strategy'];Hyperdevotion Noire: Ultimate Moru Set;2016;426991
['Strategy'];Hyperdevotion Noire: Ultimate Tsunemi Set;2016;426995
['Strategy'];Hyperdevotion Noire: Ultimate Ai Masujima Set;2016;426992
['Strategy'];Hyperdevotion Noire: Ultimate Lady Wac Set;2016;426998
['Strategy'];Hyperdevotion Noire: Ultimate Disc;2016;426996
['Strategy'];Hyperdevotion Noire: Ultimate Wyn Set;2016;426997
['Strategy'];Hyperdevotion Noire: Ultimate Generia G Set;2016;426999
['Strategy'];Hyperdevotion Noire: Ultimate Vio Set;2016;427001
['Strategy'];Hyperdevotion Noire: Ultimate Saori Set;2016;427000
['Adventure', 'Casual', 'Indie'];Caveman World: Mountains of Unga Boonga;2016;462960
['Casual', 'Free to Play', 'Indie', 'Strategy'];Ghoul Kid;2016;461750
['Strategy'];Khaaneph Fleet Pack;2016;433242
['Free to Play', 'Massively Multiplayer', 'Simulation'];Steel Ocean - The New Captain Package;2016;430120
['Free to Play', 'Massively Multiplayer', 'Simulation'];Steel Ocean - Growth Package;2016;460240
sin genero;No Title;2016;462530
['Action', 'Indie'];Dashy Square;2016;461230
['Action', 'Indie'];Amaranthine - Original Soundtrack;2016;465530
['Action', 'Adventure', 'Indie'];Cornerstone: The Song of Tyrim;2016;284410
['Adventure', 'Casual', 'Indie'];Endorlight;2016;428430
['Action'];HITMAN : Episode 2 - Sapienza;2016;439890
['Indie', 'Simulation', 'Strategy'];Big Pharma: Marketing and Malpractice;2016;458640
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - 5E: Primeval Thule Campaign Setting;2016;466250
['Adventure'];King's Quest - Chapter 3: Once Upon a Climb;2016;360280
['Casual', 'Simulation'];Rocksmith® 2014 – Crobot - “Nowhere to Hide”;2016;436608
['Casual', 'Simulation'];Rocksmith® 2014 – Crobot - “Legend of the Spaceborne Killer”;2016;436609
['Casual', 'Simulation'];Rocksmith® 2014 – Crobot - “Fly on the Wall”;2016;436610
sin genero;No Title;2016;395880
['Casual', 'Simulation'];Rocksmith® 2014 – Crobot Song Pack;2016;436611
['Strategy'];Hyperdevotion Noire: Ultimate Noire Set;2016;426920
['RPG', 'Strategy'];Hyperdevotion Noire: Goddess Black Heart (Neptunia);2016;415480
['Strategy'];Hyperdevotion Noire: Ultimate Blanc Set;2016;426922
['Strategy'];Hyperdevotion Noire: Ultimate Neptune Set;2016;426921
['Strategy'];Hyperdevotion Noire: Ultimate Vert Set;2016;426923
['Strategy'];Hyperdevotion Noire: Ultimate Lee-Fi Set;2016;426924
['Casual', 'Free to Play', 'Simulation'];One Thousand Lies Soundtrack;2016;464810
['Action', 'Indie'];Depth - Specimen 7 Tiger Skin;2016;456050
sin genero;Kindred Spirits on the Roof Drama CD Vol.1;2016;463750
['Free to Play'];The Panic Room;2016;436160
['Strategy'];Hyperdevotion Noire: Ultimate Lid Set;2016;426925
['Action', 'Adventure', 'Indie', 'RPG'];The East New World;2016;462950
['Adventure', 'Indie'];Wailing Heights;2016;443650
['Adventure'];Wailing Heights - Original Soundtrack and PDF Comic Artbook;2016;465210
['Action', 'Adventure', 'Indie'];Epistory - Original Soundtrack;2016;458530
['Action'];Ori and the Blind Forest: Definitive Edition;2016;387290
['Action'];Ori and the Blind Forest (Original Soundtrack);2016;465980
['Action'];Ori and the Blind Forest (Additional Soundtrack);2016;466390
['Action', 'Indie'];Rot Gut - OST;2016;465691
['Action', 'Indie', 'Strategy'];Awesomenauts - 8-Bit Yoolip Skin;2016;387984
['Adventure', 'Casual', 'Indie', 'RPG'];The Orphan Dreams;2016;456440
['Casual', 'Indie', 'Simulation', 'Strategy'];Townopolis;2008;462730
['Adventure', 'Casual', 'Indie', 'RPG'];The Orphan Dreams Soundtrack;2016;463200
['Indie', 'Simulation', 'Sports', 'Strategy', 'Early Access'];Snooker Nation Championship;2016;458830
['Action', 'Indie', 'Strategy'];Emerge: Cities of the Apocalypse;2016;457600
['Action', 'Casual'];PICO PARK;2016;461040
['Action'];Block N Load Theme Music;2015;367890
['Action', 'Indie', 'Strategy'];Awesomenauts - Skree Announcer;2016;399836
['Action', 'Adventure', 'Casual'];Abandoned Knight;2016;444790
['Adventure', 'Indie'];NORTH;2016;461890
sin genero;No Title;2016;465450
['Action', 'Casual', 'Indie', 'Simulation'];State of Anarchy;2016;463210
['Indie', 'Simulation', 'Strategy'];Falling Stars: War of Empires;2016;439960
['Adventure'];Root Double -Before Crime * After Days- Xtend Edition;2016;438130
['Sports'];BASEBALL STARS 2;2016;366230
['Action', 'Adventure', 'Casual', 'Indie', 'Strategy', 'Early Access'];Magma Chamber;2016;463240
['Action', 'Indie'];Missileman Origins;2017;461280
['Simulation'];Train Simulator: DB BR 648 Loco Add-On;2016;376945
['Audio Production', 'Software Training', 'Utilities'];CyberLink AudioDirector 6;2016;435740
['Casual', 'Indie', 'Strategy'];Boss Monster;2016;362350
['Adventure', 'Indie'];Steamroll - Original Soundtrack;2016;465730
sin genero;Train Simulator: Western Pacific GP20 High Nose Loco Add-On;2016;222573
['Action', 'Massively Multiplayer'];Hero Battle;2016;463000
sin genero;No Title;2016;401820
['Indie', 'Simulation', 'Strategy'];Offworld Trading Company;2016;271240
['Indie', 'Strategy', 'Early Access'];Avalon Lords: Dawn Rises;2016;329280
['Action', 'Casual', 'Simulation'];Blaster Simulator;2016;446450
['Indie', 'Simulation', 'Strategy'];Offworld Trading Company - Real Mars Map Pack DLC;2016;461130
['Indie', 'Simulation', 'Strategy'];Offworld Trading Company - Soundtrack DLC;2016;462280
['Simulation'];FSX: Steam Edition - Northrop T-38A Talon Add-On;2016;433745
['Sports', 'Strategy', 'Early Access'];Ultimate Fight Manager 2016;2016;454560
['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG'];Hero Siege - Zombie Hunter (Skin);2016;465600
['Action', 'Casual', 'Indie', 'Early Access'];Bunny Bash;2016;340680
['Indie', 'Simulation', 'Strategy'];Airline Director 2 - Tycoon Game;2016;462830
['Simulation'];FSX: Steam Edition - YF-23 Black Widow II Add-On;2016;433746
['Adventure', 'Indie'];The Detail Episode 3 - Devil in The Detail;2016;436430
['Action', 'Adventure', 'Indie'];Back in 1995;2016;433380
['Action', 'Adventure', 'Indie', 'RPG'];Pharaonic;2016;386080
sin genero;No Title;2016;462000
['Action', 'Casual', 'Indie'];Vega Tank;2016;442860
['Adventure', 'Indie'];N.E.R.O.: Nothing Ever Remains Obscure;2016;377480
['Action', 'Adventure', 'Indie'];Cubium Dreams;2016;448260
['Action', 'Indie'];City Z - Soundtrack;2016;465610
['Action', 'Casual'];Mr Nibbles Forever;2016;448050
['Adventure', 'Indie'];Hare In The Hat: The Abyss;2016;460890
['Casual', 'Indie'];Puzzle Galaxies;2016;463710
['Action', 'Casual', 'Indie'];Zombillie;2016;456810
['Casual', 'Indie', 'Strategy'];Abrix the robot - bonus soundtrack DLC;2016;465340
"['Animation &amp; Modeling', 'Audio Production', 'Software Training', 'Utilities', 'Video Production']";ScriptVOX Studio;2016;441850
['Indie', 'Simulation', 'Strategy'];Life in Bunker Soundtrack;2016;436460
['Free to Play', 'Indie', 'RPG', 'Strategy'];Immortal Empire - Starter Pack 1;2016;465830
['Free to Play', 'Indie', 'RPG', 'Strategy'];Immortal Empire - Starter Pack 2;2016;465831
['Indie', 'Simulation', 'Strategy'];CitiesCorp Concept - Build Everything on Your Own;2016;446010
['Adventure'];OZMAFIA!!;2016;303290
['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy'];OH! GUIDE!;2016;464720
['Action', 'Indie', 'RPG'];Crypt of the NecroDancer Extended Soundtrack 2;2016;467300
['Adventure', 'Casual', 'Indie'];The Pit And The Pendulum;2016;463050
['Casual', 'RPG'];Aselia the Eternal -The Spirit of Eternity Sword-;2011;445420
['Action', 'Indie', 'Strategy'];Squad - Original Soundtrack Vol. 1 &amp, 2;2016;453400
['Adventure', 'Indie', 'RPG', 'Simulation'];Melting Hearts: Our Love Will Grow 2;2016;459020
['Casual', 'RPG'];Aselia the Eternal Soundtrack;2016;465320
['Casual'];Secret Of The Royal Throne;2016;464630
['Action', 'Casual', 'Indie'];Experience;2016;463040
['Action', 'Indie', 'RPG', 'Early Access'];Event Horizon;2016;465000
['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];Atulos Online;2016;449470
['Indie', 'Early Access'];Sector Six;2016;465020
sin genero;No Title;2016;458990
['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG'];Atulos Online - Premier Edition;2016;463360
['Action', 'Casual', 'Indie', 'Sports', 'Early Access'];Hover Cubes: Arena;2016;396700
['Action', 'Indie'];Wicce;2016;465130
['Action', 'Indie'];Insane Insects: The Inception;2016;443070
['Action', 'Casual', 'Free to Play', 'Indie', 'Sports', 'Early Access'];Supraball;2016;321400
['Free to Play', 'Indie', 'RPG', 'Strategy'];Immortal Empire - Adventurer Pack;2016;465832
['Adventure', 'Casual', 'Indie'];Pitfall Planet;2016;464900
sin genero;No Title;2016;344180
['Adventure', 'Indie'];Kathy Rain;2016;370910
sin genero;No Title;2016;463290
['Action', 'Indie'];Fleeting Ages;2016;373880
['Adventure', 'Indie'];The Grandfather;2016;433750
['Casual', 'Indie'];Fragments of Him;2016;428540
['Casual', 'Simulation'];Rocksmith® 2014 – Rise Against Song Pack II;2016;436617
['Casual', 'Simulation'];Rocksmith® 2014 – Rise Against - “Re-Education (Through Labor)”;2016;436612
['Casual', 'Simulation'];Rocksmith® 2014 – Rise Against - “Audience of One”;2016;436614
['Casual', 'Simulation'];Rocksmith® 2014 – Rise Against - “Help Is On The Way”;2016;436613
['Casual', 'Simulation'];Rocksmith® 2014 – Rise Against - “Paper Wings”;2016;436616
['Casual', 'Simulation'];Rocksmith® 2014 – Rise Against - “Ready to Fall”;2016;436615
['Indie', 'Simulation', 'Sports', 'Strategy'];Jack Nicklaus Perfect Golf;2016;288140
['Action', 'Adventure'];LEGO® MARVEL's Avengers DLC -Classic Black Panther Pack;2016;449390
['Action', 'Indie'];Share;2016;448020
['Action'];Battleborn;2016;394230
['Action'];Shadow Complex Remastered;2016;385560
['Indie', 'Simulation', 'Strategy'];Influent DLC - हिन्दी [Learn Hindi];2016;435519
sin genero;No Title;2016;465310
['Education', 'Software Training'];Hazard Perception Test UK 2016/17 Bundle - Driving Test Success;2016;452950
sin genero;Ultimate Avengers 2;2006;467190
['Indie', 'Simulation', 'Early Access'];Parkitect;2016;453090
sin genero;Ultimate Avengers;2006;467180
sin genero;Dr. Strange;2007;467110
sin genero;The Invincible Iron Man;2007;467100
sin genero;Hulk VS.;2009;467160
sin genero;Next Avengers: Heroes of Tomorrow;2008;467200
sin genero;Planet Hulk;2010;467140
sin genero;No Title;2016;290060
sin genero;Thor: Tales of Asgard;2011;467130
['Action', 'Indie'];UTOPIA 9 - A Volatile Vacation;2016;405000
['Action', 'Adventure', 'Indie', 'Strategy'];Planet R-12;2016;408110
['Casual', 'Indie'];Hyposphere;2016;461880
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - 5E: The Crypt of the Sun Lord;2016;468520
['Indie', 'RPG', 'Strategy'];Fantasy Grounds - 5E: Devil of Dark Wood;2016;468610
